query_id,pident,true_label,pred_label_embedding,embedding_correct,blast_correct
gb|CAA77936.1|ARO:3004039|Ecol_emrE,48.000000,antibiotic efflux,antibiotic target alteration,0,1
gb|CAC41008.1|ARO:3004041|Kpne_acrA,42.249000,antibiotic efflux,antibiotic target alteration,0,1
gb|ABG77965.1|ARO:3004042|Eclo_acrA,45.732000,antibiotic efflux,antibiotic target alteration,0,1
gb|AAC73565.1|ARO:3004043|Ecol_acrA,45.455000,antibiotic efflux,antibiotic target alteration,0,1
gb|ALV80601.1|ARO:3003801|bcr-1,26.866000,antibiotic efflux,antibiotic target alteration,0,0
gb|AAG07106.1|ARO:3004056|ArmR,44.444000,antibiotic efflux,antibiotic target alteration,0,0
gb|AAA22851.1|ARO:3000179|tet(L),26.000000,antibiotic efflux,antibiotic target alteration,0,1
gb|AEX49906.1|ARO:3003583|basS,26.957000,antibiotic efflux,antibiotic target alteration,0,0
gb|AAG05882.1|ARO:3000804|MexF,43.243000,antibiotic efflux,antibiotic target alteration,0,0
gb|AAG03816.1|ARO:3000379|OprM,35.714000,antibiotic efflux,antibiotic target alteration,0,1
gb|AAG05915.1|ARO:3004074|MuxB,31.746000,antibiotic efflux,antibiotic target alteration,0,0
gb|AAG05914.1|ARO:3004075|MuxC,30.120000,antibiotic efflux,antibiotic target alteration,0,0
gb|AAG04750.1|ARO:3004077|PmpM,47.368000,antibiotic efflux,antibiotic target alteration,0,0
gb|CAH14032.1|ARO:3004099|LpeA,23.853000,antibiotic efflux,antibiotic target alteration,0,1
gb|CAH14033.1|ARO:3004100|LpeB,50.000000,antibiotic efflux,antibiotic target alteration,0,0
gb|ACF70723.1|ARO:3004103|QepA2,30.047000,antibiotic efflux,antibiotic target alteration,0,1
gb|AAG05661.1|ARO:3004107|Paer_soxR,61.871000,antibiotic efflux,antibiotic target alteration,0,1
gb|EGP45230.2|ARO:3004142|OprZ,48.485000,antibiotic efflux,antibiotic target alteration,0,0
gb|EGP45232.2|ARO:3004143|AxyX,40.000000,antibiotic efflux,antibiotic target alteration,0,1
gb|EGP45231.1|ARO:3004144|AxyY,31.944000,antibiotic efflux,antibiotic target alteration,0,0
gb|AFH35853.1|ARO:3001328|Ecol_mdfA,40.476000,antibiotic efflux,antibiotic target alteration,0,1
gb|CAD31707.1|ARO:3002691|Sent_cmlA,27.473000,antibiotic efflux,antibiotic target alteration,0,0
gb|AQX36338.1|ARO:3004379|QepA4,30.211000,antibiotic efflux,antibiotic target alteration,0,1
gb|AMP42492.1|ARO:3004441|tet(59),31.250000,antibiotic efflux,antibiotic target alteration,0,0
gb|ABO11759.2|ARO:3004573|Abau_AbaF,28.070000,antibiotic efflux,antibiotic target alteration,0,1
gb|ACJ41547.2|ARO:3004574|Abau_AbaQ,21.725000,antibiotic efflux,antibiotic target alteration,0,0
gb|ACQ82816.1|ARO:3004577|Abau_AmvA,25.420000,antibiotic efflux,antibiotic target alteration,0,1
gb|BAH63251.1|ARO:3004580|Kpne_KpnE,25.000000,antibiotic efflux,antibiotic target alteration,0,0
gb|BAH63252.1|ARO:3004583|Kpne_KpnF,50.000000,antibiotic efflux,antibiotic target alteration,0,0
gb|EHL92831.1|ARO:3004588|Kpne_KpnG,24.272000,antibiotic efflux,antibiotic target alteration,0,1
gb|EOU56998.1|ARO:3004597|Kpne_KpnH,27.807000,antibiotic efflux,antibiotic target alteration,0,1
gb|AJO67548.1|ARO:3005006|tet(57),29.688000,antibiotic efflux,antibiotic target alteration,0,0
gb|AEH26330.1|ARO:3005009|qacE,40.000000,antibiotic efflux,antibiotic target alteration,0,0
gb|AAC44316.1|ARO:3005010|qacEdelta1,40.000000,antibiotic efflux,antibiotic target alteration,0,0
gb|TKW44661.1|ARO:3005040|YajC,36.364000,antibiotic efflux,antibiotic target alteration,0,0
gb|ABZ01840.1|ARO:3005043|cmlA9,42.308000,antibiotic efflux,antibiotic target alteration,0,0
gb|CCN31428.1|ARO:3005049|CrcB,39.286000,antibiotic efflux,antibiotic target alteration,0,0
gb|AIA35096.1|ARO:3005059|LptD,29.167000,antibiotic efflux,antibiotic target alteration,0,0
gb|AAG06465.1|ARO:3005063|cprR,36.486000,antibiotic efflux,antibiotic target alteration,0,1
gb|AAG06466.1|ARO:3005064|cprS,28.856000,antibiotic efflux,antibiotic target alteration,0,1
gb|AAG05187.1|ARO:3005067|ParS,27.273000,antibiotic efflux,antibiotic target alteration,0,0
gb|AAG05188.1|ARO:3005068|ParR,36.818000,antibiotic efflux,antibiotic target alteration,0,1
gb|AAC16242.1|ARO:3005069|rsmA,40.741000,antibiotic efflux,antibiotic target alteration,0,0
gb|QHW12307.1|ARO:3005089|mef(D),23.913000,antibiotic efflux,antibiotic target alteration,0,0
gb|ADZ12700.1|ARO:3005090|RanB,26.531000,antibiotic efflux,antibiotic target alteration,0,0
gb|ADZ12699.1|ARO:3005091|RanA,32.051000,antibiotic efflux,antibiotic target alteration,0,1
gb|CAA76544.1|ARO:3003836|qacH,32.258000,antibiotic efflux,antibiotic target alteration,0,1
gb|AAZ42322.1|ARO:3005098|qacL,64.286000,antibiotic efflux,antibiotic target alteration,0,0
gb|AAW38464.1|ARO:3004572|Saur_LmrS,24.483000,antibiotic efflux,antibiotic target alteration,0,1
gb|AGP27106.1|ARO:3007010|norC,22.857000,antibiotic efflux,antibiotic target alteration,0,1
gb|WP_002289367.1|ARO:3007011|mdeA,30.288000,antibiotic efflux,antibiotic target alteration,0,1
gb|WP_042355600.1|ARO:3007012|sepA,44.000000,antibiotic efflux,antibiotic target alteration,0,0
gb|BAB43261.1|ARO:3007013|sdrM,26.115000,antibiotic efflux,antibiotic target alteration,0,1
gb|AEV23046.1|ARO:3007019|fexB,31.293000,antibiotic efflux,antibiotic target alteration,0,1
gb|ACN32294.1|ARO:3000237|TolC,32.692000,antibiotic efflux,antibiotic target alteration,0,0
gb|AAG07592.1|ARO:3000806|MexG,55.556000,antibiotic efflux,antibiotic target alteration,0,1
gb|AAG07594.1|ARO:3000808|MexI,22.115000,antibiotic efflux,antibiotic target alteration,0,0
gb|AAC75271.1|ARO:3003952|YojI,23.636000,antibiotic efflux,antibiotic target alteration,0,1
gb|APB03215.1|ARO:3003981|tetB(58),28.049000,antibiotic efflux,antibiotic target alteration,0,0
gb|AAK37618.1|ARO:3005008|TxR,18.750000,antibiotic efflux,antibiotic target alteration,0,0
gb|AAB64408.1|ARO:3007050|mreA,31.507000,antibiotic efflux,antibiotic target alteration,0,0
gb|QQA64076.1|ARO:3007049|mef(J),25.428000,antibiotic efflux,antibiotic target alteration,0,0
gb|QQM99829.1|ARO:3007047|mef(H),22.857000,antibiotic efflux,antibiotic target alteration,0,0
gb|CYF42523.1|ARO:3004047|kdpD,23.077000,antibiotic efflux,antibiotic target alteration,0,0
gb|VWQ00850.1|ARO:3003843|leuO,31.667000,antibiotic efflux,antibiotic target alteration,0,0
gb|QIQ10744.1|ARO:3007492|tet(62),31.915000,antibiotic efflux,antibiotic target alteration,0,0
gb|QJR33972.1|ARO:3007493|tet(63),25.287000,antibiotic efflux,antibiotic target alteration,0,1
gb|WP_124470450.1|ARO:3007494|tet(64),34.375000,antibiotic efflux,antibiotic target alteration,0,0
gb|NP_706356.2|ARO:3007509|Sfle_acrA,45.455000,antibiotic efflux,antibiotic target alteration,0,1
gb|BAL43360.1|ARO:3003745|mef(C),22.475000,antibiotic efflux,antibiotic target alteration,0,0
