row_index,label
173,antibiotic efflux
174,antibiotic efflux
175,antibiotic efflux
176,antibiotic efflux
177,antibiotic efflux
178,antibiotic efflux
179,antibiotic efflux
180,antibiotic efflux
181,antibiotic efflux
182,antibiotic efflux
183,antibiotic efflux
184,antibiotic efflux
185,antibiotic efflux
186,antibiotic efflux
187,antibiotic efflux
188,antibiotic efflux
189,antibiotic efflux
190,antibiotic efflux
191,antibiotic efflux
192,antibiotic efflux
193,antibiotic efflux
194,antibiotic efflux
195,antibiotic efflux
196,antibiotic efflux
197,antibiotic efflux
198,antibiotic efflux
199,antibiotic efflux
200,antibiotic efflux
201,antibiotic efflux
202,antibiotic efflux
203,antibiotic efflux
204,antibiotic efflux
205,antibiotic efflux
206,antibiotic efflux
207,antibiotic efflux
208,antibiotic efflux
209,antibiotic efflux
210,antibiotic efflux
211,antibiotic efflux
212,antibiotic efflux
213,antibiotic efflux
214,antibiotic efflux
215,antibiotic efflux
216,antibiotic efflux
217,antibiotic efflux
218,antibiotic efflux
219,antibiotic efflux
220,antibiotic efflux
221,antibiotic efflux
222,antibiotic efflux
223,antibiotic efflux
224,antibiotic efflux
225,antibiotic efflux
226,antibiotic efflux
227,antibiotic efflux
228,antibiotic efflux
229,antibiotic efflux
230,antibiotic efflux
231,antibiotic efflux
232,antibiotic efflux
233,antibiotic efflux
234,antibiotic efflux
235,antibiotic efflux
236,antibiotic efflux
237,antibiotic efflux
238,antibiotic efflux
239,antibiotic efflux
240,antibiotic efflux
241,antibiotic efflux
242,antibiotic efflux
243,antibiotic efflux
244,antibiotic efflux
245,antibiotic efflux
246,antibiotic efflux
247,antibiotic efflux
248,antibiotic efflux
249,antibiotic efflux
250,antibiotic efflux
251,antibiotic efflux
252,antibiotic efflux
253,antibiotic efflux
254,antibiotic efflux
255,antibiotic efflux
256,antibiotic efflux
257,antibiotic efflux
258,antibiotic efflux
259,antibiotic efflux
260,antibiotic efflux
261,antibiotic inactivation
262,antibiotic inactivation
263,antibiotic inactivation
264,antibiotic inactivation
265,antibiotic inactivation
266,antibiotic inactivation
267,antibiotic inactivation
268,antibiotic inactivation
269,antibiotic inactivation
270,antibiotic inactivation
271,antibiotic inactivation
272,antibiotic inactivation
273,antibiotic inactivation
274,antibiotic inactivation
275,antibiotic inactivation
276,antibiotic inactivation
277,antibiotic inactivation
278,antibiotic inactivation
279,antibiotic inactivation
280,antibiotic inactivation
281,antibiotic inactivation
282,antibiotic inactivation
283,antibiotic inactivation
284,antibiotic inactivation
285,antibiotic inactivation
286,antibiotic inactivation
287,antibiotic inactivation
288,antibiotic inactivation
289,antibiotic inactivation
290,antibiotic inactivation
291,antibiotic inactivation
292,antibiotic inactivation
293,antibiotic inactivation
294,antibiotic inactivation
295,antibiotic inactivation
296,antibiotic inactivation
297,antibiotic inactivation
298,antibiotic inactivation
299,antibiotic inactivation
300,antibiotic inactivation
301,antibiotic inactivation
302,antibiotic inactivation
303,antibiotic inactivation
304,antibiotic inactivation
305,antibiotic inactivation
306,antibiotic inactivation
307,antibiotic inactivation
308,antibiotic inactivation
309,antibiotic inactivation
310,antibiotic inactivation
311,antibiotic inactivation
312,antibiotic inactivation
313,antibiotic inactivation
314,antibiotic inactivation
315,antibiotic inactivation
316,antibiotic inactivation
317,antibiotic inactivation
318,antibiotic inactivation
319,antibiotic inactivation
320,antibiotic inactivation
321,antibiotic inactivation
322,antibiotic inactivation
323,antibiotic inactivation
324,antibiotic inactivation
325,antibiotic inactivation
326,antibiotic inactivation
327,antibiotic inactivation
328,antibiotic inactivation
329,antibiotic inactivation
330,antibiotic inactivation
331,antibiotic inactivation
332,antibiotic inactivation
333,antibiotic inactivation
334,antibiotic inactivation
335,antibiotic inactivation
336,antibiotic inactivation
337,antibiotic inactivation
338,antibiotic inactivation
339,antibiotic inactivation
340,antibiotic inactivation
341,antibiotic inactivation
342,antibiotic inactivation
343,antibiotic inactivation
344,antibiotic inactivation
345,antibiotic inactivation
346,antibiotic inactivation
347,antibiotic inactivation
348,antibiotic inactivation
349,antibiotic inactivation
350,antibiotic inactivation
351,antibiotic inactivation
352,antibiotic inactivation
353,antibiotic inactivation
354,antibiotic inactivation
355,antibiotic inactivation
356,antibiotic inactivation
357,antibiotic inactivation
358,antibiotic inactivation
359,antibiotic inactivation
360,antibiotic inactivation
361,antibiotic inactivation
362,antibiotic inactivation
363,antibiotic inactivation
364,antibiotic inactivation
365,antibiotic inactivation
366,antibiotic inactivation
367,antibiotic inactivation
368,antibiotic inactivation
369,antibiotic inactivation
370,antibiotic inactivation
371,antibiotic inactivation
372,antibiotic inactivation
373,antibiotic inactivation
374,antibiotic inactivation
375,antibiotic inactivation
376,antibiotic inactivation
377,antibiotic inactivation
378,antibiotic inactivation
379,antibiotic inactivation
380,antibiotic inactivation
381,antibiotic inactivation
382,antibiotic inactivation
383,antibiotic inactivation
384,antibiotic inactivation
385,antibiotic inactivation
386,antibiotic inactivation
387,antibiotic inactivation
388,antibiotic inactivation
389,antibiotic inactivation
390,antibiotic inactivation
391,antibiotic inactivation
392,antibiotic inactivation
393,antibiotic inactivation
394,antibiotic inactivation
395,antibiotic inactivation
396,antibiotic inactivation
397,antibiotic inactivation
398,antibiotic inactivation
399,antibiotic inactivation
400,antibiotic inactivation
401,antibiotic inactivation
402,antibiotic inactivation
403,antibiotic inactivation
404,antibiotic inactivation
405,antibiotic inactivation
406,antibiotic inactivation
407,antibiotic inactivation
408,antibiotic inactivation
409,antibiotic inactivation
410,antibiotic inactivation
411,antibiotic inactivation
412,antibiotic inactivation
413,antibiotic inactivation
414,antibiotic inactivation
415,antibiotic inactivation
416,antibiotic inactivation
417,antibiotic inactivation
418,antibiotic inactivation
419,antibiotic inactivation
420,antibiotic inactivation
421,antibiotic inactivation
422,antibiotic inactivation
423,antibiotic inactivation
424,antibiotic inactivation
425,antibiotic inactivation
426,antibiotic inactivation
427,antibiotic inactivation
428,antibiotic inactivation
429,antibiotic inactivation
430,antibiotic inactivation
431,antibiotic inactivation
432,antibiotic inactivation
433,antibiotic inactivation
434,antibiotic inactivation
435,antibiotic inactivation
436,antibiotic inactivation
437,antibiotic inactivation
438,antibiotic inactivation
439,antibiotic inactivation
440,antibiotic inactivation
441,antibiotic inactivation
442,antibiotic inactivation
443,antibiotic inactivation
444,antibiotic inactivation
445,antibiotic inactivation
446,antibiotic inactivation
447,antibiotic inactivation
448,antibiotic inactivation
449,antibiotic inactivation
450,antibiotic inactivation
451,antibiotic inactivation
452,antibiotic inactivation
453,antibiotic inactivation
454,antibiotic inactivation
455,antibiotic inactivation
456,antibiotic inactivation
457,antibiotic inactivation
458,antibiotic inactivation
459,antibiotic inactivation
460,antibiotic inactivation
461,antibiotic inactivation
462,antibiotic inactivation
463,antibiotic inactivation
464,antibiotic inactivation
465,antibiotic inactivation
466,antibiotic inactivation
467,antibiotic inactivation
468,antibiotic inactivation
469,antibiotic inactivation
470,antibiotic inactivation
471,antibiotic inactivation
472,antibiotic inactivation
473,antibiotic inactivation
474,antibiotic inactivation
475,antibiotic inactivation
476,antibiotic inactivation
477,antibiotic inactivation
478,antibiotic inactivation
479,antibiotic inactivation
480,antibiotic inactivation
481,antibiotic inactivation
482,antibiotic inactivation
483,antibiotic inactivation
484,antibiotic inactivation
485,antibiotic inactivation
486,antibiotic inactivation
487,antibiotic inactivation
488,antibiotic inactivation
489,antibiotic inactivation
490,antibiotic inactivation
491,antibiotic inactivation
492,antibiotic inactivation
493,antibiotic inactivation
494,antibiotic inactivation
495,antibiotic inactivation
496,antibiotic inactivation
497,antibiotic inactivation
498,antibiotic inactivation
499,antibiotic inactivation
500,antibiotic inactivation
501,antibiotic inactivation
502,antibiotic inactivation
503,antibiotic inactivation
504,antibiotic inactivation
505,antibiotic inactivation
506,antibiotic inactivation
507,antibiotic inactivation
508,antibiotic inactivation
509,antibiotic inactivation
510,antibiotic inactivation
511,antibiotic inactivation
512,antibiotic inactivation
513,antibiotic inactivation
514,antibiotic inactivation
515,antibiotic inactivation
516,antibiotic inactivation
517,antibiotic inactivation
518,antibiotic inactivation
519,antibiotic inactivation
520,antibiotic inactivation
521,antibiotic inactivation
522,antibiotic inactivation
523,antibiotic inactivation
524,antibiotic inactivation
525,antibiotic inactivation
526,antibiotic inactivation
527,antibiotic inactivation
528,antibiotic inactivation
529,antibiotic inactivation
530,antibiotic inactivation
531,antibiotic inactivation
532,antibiotic inactivation
533,antibiotic inactivation
534,antibiotic inactivation
535,antibiotic inactivation
536,antibiotic inactivation
537,antibiotic inactivation
538,antibiotic inactivation
539,antibiotic inactivation
540,antibiotic inactivation
541,antibiotic inactivation
542,antibiotic inactivation
543,antibiotic inactivation
544,antibiotic inactivation
545,antibiotic inactivation
546,antibiotic inactivation
547,antibiotic inactivation
548,antibiotic inactivation
549,antibiotic inactivation
550,antibiotic inactivation
551,antibiotic inactivation
552,antibiotic inactivation
553,antibiotic inactivation
554,antibiotic inactivation
555,antibiotic inactivation
556,antibiotic inactivation
557,antibiotic inactivation
558,antibiotic inactivation
559,antibiotic inactivation
560,antibiotic inactivation
561,antibiotic inactivation
562,antibiotic inactivation
563,antibiotic inactivation
564,antibiotic inactivation
565,antibiotic inactivation
566,antibiotic inactivation
567,antibiotic inactivation
568,antibiotic inactivation
569,antibiotic inactivation
570,antibiotic inactivation
571,antibiotic inactivation
572,antibiotic inactivation
573,antibiotic inactivation
574,antibiotic inactivation
575,antibiotic inactivation
576,antibiotic inactivation
577,antibiotic inactivation
578,antibiotic inactivation
579,antibiotic inactivation
580,antibiotic inactivation
581,antibiotic inactivation
582,antibiotic inactivation
583,antibiotic inactivation
584,antibiotic inactivation
585,antibiotic inactivation
586,antibiotic inactivation
587,antibiotic inactivation
588,antibiotic inactivation
589,antibiotic inactivation
590,antibiotic inactivation
591,antibiotic inactivation
592,antibiotic inactivation
593,antibiotic inactivation
594,antibiotic inactivation
595,antibiotic inactivation
596,antibiotic inactivation
597,antibiotic inactivation
598,antibiotic inactivation
599,antibiotic inactivation
600,antibiotic inactivation
601,antibiotic inactivation
602,antibiotic inactivation
603,antibiotic inactivation
604,antibiotic inactivation
605,antibiotic inactivation
606,antibiotic inactivation
607,antibiotic inactivation
608,antibiotic inactivation
609,antibiotic inactivation
610,antibiotic inactivation
611,antibiotic inactivation
612,antibiotic inactivation
613,antibiotic inactivation
614,antibiotic inactivation
615,antibiotic inactivation
616,antibiotic inactivation
617,antibiotic inactivation
618,antibiotic inactivation
619,antibiotic inactivation
620,antibiotic inactivation
621,antibiotic inactivation
622,antibiotic inactivation
623,antibiotic inactivation
624,antibiotic inactivation
625,antibiotic inactivation
626,antibiotic inactivation
627,antibiotic inactivation
628,antibiotic inactivation
629,antibiotic inactivation
630,antibiotic inactivation
631,antibiotic inactivation
632,antibiotic inactivation
633,antibiotic inactivation
634,antibiotic inactivation
635,antibiotic inactivation
636,antibiotic inactivation
637,antibiotic inactivation
638,antibiotic inactivation
639,antibiotic inactivation
640,antibiotic inactivation
641,antibiotic inactivation
642,antibiotic inactivation
643,antibiotic inactivation
644,antibiotic inactivation
645,antibiotic inactivation
646,antibiotic inactivation
647,antibiotic inactivation
648,antibiotic inactivation
649,antibiotic inactivation
650,antibiotic inactivation
651,antibiotic inactivation
652,antibiotic inactivation
653,antibiotic inactivation
654,antibiotic inactivation
655,antibiotic inactivation
656,antibiotic inactivation
657,antibiotic inactivation
658,antibiotic inactivation
659,antibiotic inactivation
660,antibiotic inactivation
661,antibiotic inactivation
662,antibiotic inactivation
663,antibiotic inactivation
664,antibiotic inactivation
665,antibiotic inactivation
666,antibiotic inactivation
667,antibiotic inactivation
668,antibiotic inactivation
669,antibiotic inactivation
670,antibiotic inactivation
671,antibiotic inactivation
672,antibiotic inactivation
673,antibiotic inactivation
674,antibiotic inactivation
675,antibiotic inactivation
676,antibiotic inactivation
677,antibiotic inactivation
678,antibiotic inactivation
679,antibiotic inactivation
680,antibiotic inactivation
681,antibiotic inactivation
682,antibiotic inactivation
683,antibiotic inactivation
684,antibiotic inactivation
685,antibiotic inactivation
686,antibiotic inactivation
687,antibiotic inactivation
688,antibiotic inactivation
689,antibiotic inactivation
690,antibiotic inactivation
691,antibiotic inactivation
692,antibiotic inactivation
693,antibiotic inactivation
694,antibiotic inactivation
695,antibiotic inactivation
696,antibiotic inactivation
697,antibiotic inactivation
698,antibiotic inactivation
699,antibiotic inactivation
700,antibiotic inactivation
701,antibiotic inactivation
702,antibiotic inactivation
703,antibiotic inactivation
704,antibiotic inactivation
705,antibiotic inactivation
706,antibiotic inactivation
707,antibiotic inactivation
708,antibiotic inactivation
709,antibiotic inactivation
710,antibiotic inactivation
711,antibiotic inactivation
712,antibiotic inactivation
713,antibiotic inactivation
714,antibiotic inactivation
715,antibiotic inactivation
716,antibiotic inactivation
717,antibiotic inactivation
718,antibiotic inactivation
719,antibiotic inactivation
720,antibiotic inactivation
721,antibiotic inactivation
722,antibiotic inactivation
723,antibiotic inactivation
724,antibiotic inactivation
725,antibiotic inactivation
726,antibiotic inactivation
727,antibiotic inactivation
728,antibiotic inactivation
729,antibiotic inactivation
730,antibiotic inactivation
731,antibiotic inactivation
732,antibiotic inactivation
733,antibiotic inactivation
734,antibiotic inactivation
735,antibiotic inactivation
736,antibiotic inactivation
737,antibiotic inactivation
738,antibiotic inactivation
739,antibiotic inactivation
740,antibiotic inactivation
741,antibiotic inactivation
742,antibiotic inactivation
743,antibiotic inactivation
744,antibiotic inactivation
745,antibiotic inactivation
746,antibiotic inactivation
747,antibiotic inactivation
748,antibiotic inactivation
749,antibiotic inactivation
750,antibiotic inactivation
751,antibiotic inactivation
752,antibiotic inactivation
753,antibiotic inactivation
754,antibiotic inactivation
755,antibiotic inactivation
756,antibiotic inactivation
757,antibiotic inactivation
758,antibiotic inactivation
759,antibiotic inactivation
760,antibiotic inactivation
761,antibiotic target alteration
762,antibiotic target alteration
763,antibiotic target alteration
764,antibiotic target alteration
765,antibiotic target alteration
766,antibiotic target alteration
767,antibiotic target alteration
768,antibiotic target alteration
769,antibiotic target alteration
770,antibiotic target alteration
771,antibiotic target alteration
772,antibiotic target alteration
773,antibiotic target alteration
774,antibiotic target alteration
775,antibiotic target alteration
776,antibiotic target alteration
777,antibiotic target alteration
778,antibiotic target alteration
779,antibiotic target alteration
780,antibiotic target alteration
781,antibiotic target alteration
782,antibiotic target alteration
783,antibiotic target alteration
784,antibiotic target alteration
785,antibiotic target alteration
786,antibiotic target alteration
787,antibiotic target alteration
788,antibiotic target alteration
789,antibiotic target alteration
790,antibiotic target alteration
791,antibiotic target alteration
792,antibiotic target alteration
793,antibiotic target alteration
794,antibiotic target alteration
795,antibiotic target alteration
796,antibiotic target alteration
797,antibiotic target alteration
798,antibiotic target alteration
799,antibiotic target alteration
800,antibiotic target alteration
801,antibiotic target alteration
802,antibiotic target alteration
803,antibiotic target alteration
804,antibiotic target alteration
805,antibiotic target alteration
806,antibiotic target alteration
807,antibiotic target alteration
808,antibiotic target alteration
809,antibiotic target alteration
810,antibiotic target alteration
811,antibiotic target alteration
812,antibiotic target alteration
813,antibiotic target alteration
814,antibiotic target alteration
815,antibiotic target alteration
816,antibiotic target alteration
817,antibiotic target alteration
818,antibiotic target alteration
819,antibiotic target alteration
820,antibiotic target alteration
821,antibiotic target alteration
822,antibiotic target alteration
823,antibiotic target alteration
824,antibiotic target alteration
825,antibiotic target alteration
826,antibiotic target alteration
827,antibiotic target alteration
828,antibiotic target alteration
829,antibiotic target alteration
830,antibiotic target alteration
831,antibiotic target alteration
832,antibiotic target alteration
833,antibiotic target alteration
834,antibiotic target alteration
835,antibiotic target alteration
836,antibiotic target alteration
837,antibiotic target alteration
838,antibiotic target alteration
839,antibiotic target alteration
840,antibiotic target alteration
841,antibiotic target alteration
842,antibiotic target alteration
843,antibiotic target alteration
844,antibiotic target alteration
845,antibiotic target alteration
846,antibiotic target alteration
847,antibiotic target alteration
848,antibiotic target alteration
849,antibiotic target alteration
850,antibiotic target alteration
851,antibiotic target alteration
852,antibiotic target alteration
853,antibiotic target alteration
854,antibiotic target alteration
855,antibiotic target alteration
856,antibiotic target alteration
857,antibiotic target alteration
858,antibiotic target alteration
859,antibiotic target alteration
860,antibiotic target alteration
861,antibiotic target alteration
862,antibiotic target alteration
863,antibiotic target alteration
864,antibiotic target alteration
865,antibiotic target alteration
866,antibiotic target alteration
867,antibiotic target alteration
868,antibiotic target alteration
869,antibiotic target alteration
870,antibiotic target alteration
871,antibiotic target alteration
872,antibiotic target alteration
873,antibiotic target alteration
874,antibiotic target alteration
875,antibiotic target alteration
876,antibiotic target alteration
877,antibiotic target alteration
878,antibiotic target alteration
879,antibiotic target alteration
880,antibiotic target alteration
881,antibiotic target alteration
882,antibiotic target alteration
883,antibiotic target alteration
884,antibiotic target alteration
885,antibiotic target alteration
886,antibiotic target alteration
887,antibiotic target alteration
888,antibiotic target alteration
889,antibiotic target alteration
890,antibiotic target alteration
891,antibiotic target alteration
892,antibiotic target alteration
893,antibiotic target alteration
894,antibiotic target alteration
895,antibiotic target alteration
896,antibiotic target alteration
897,antibiotic target alteration
898,antibiotic target alteration
899,antibiotic target alteration
900,antibiotic target alteration
901,antibiotic target alteration
902,antibiotic target alteration
903,antibiotic target alteration
904,antibiotic target alteration
905,antibiotic target alteration
906,antibiotic target alteration
907,antibiotic target alteration
908,antibiotic target alteration
909,antibiotic target alteration
910,antibiotic target alteration
911,antibiotic target alteration
912,antibiotic target alteration
913,antibiotic target alteration
914,antibiotic target alteration
915,antibiotic target alteration
916,antibiotic target alteration
917,antibiotic target alteration
918,antibiotic target alteration
919,antibiotic target alteration
920,antibiotic target alteration
921,antibiotic target alteration
922,antibiotic target alteration
923,antibiotic target alteration
924,antibiotic target alteration
925,antibiotic target alteration
926,antibiotic target alteration
927,antibiotic target alteration
928,antibiotic target alteration
929,antibiotic target alteration
930,antibiotic target alteration
931,antibiotic target alteration
932,antibiotic target alteration
933,antibiotic target alteration
934,antibiotic target alteration
935,antibiotic target alteration
936,antibiotic target alteration
937,antibiotic target alteration
938,antibiotic target alteration
939,antibiotic target alteration
940,antibiotic target alteration
941,antibiotic target alteration
942,antibiotic target alteration
943,antibiotic target alteration
944,antibiotic target alteration
945,antibiotic target alteration
946,antibiotic target alteration
947,antibiotic target alteration
948,antibiotic target alteration
949,antibiotic target alteration
950,antibiotic target alteration
951,antibiotic target alteration
952,antibiotic target alteration
953,antibiotic target alteration
954,antibiotic target alteration
955,antibiotic target alteration
956,antibiotic target alteration
957,antibiotic target alteration
958,antibiotic target alteration
959,antibiotic target alteration
960,antibiotic target alteration
961,antibiotic target alteration
962,antibiotic target alteration
963,antibiotic target alteration
964,antibiotic target alteration
965,antibiotic target alteration
966,antibiotic target alteration
967,antibiotic target alteration
968,antibiotic target alteration
969,antibiotic target alteration
970,antibiotic target alteration
971,antibiotic target alteration
972,antibiotic target alteration
973,antibiotic target alteration
974,antibiotic target alteration
975,antibiotic target alteration
976,antibiotic target alteration
977,antibiotic target alteration
978,antibiotic target alteration
979,antibiotic target alteration
980,antibiotic target alteration
981,antibiotic target alteration
982,antibiotic target alteration
983,antibiotic target alteration
984,antibiotic target alteration
985,antibiotic target alteration
986,antibiotic target alteration
987,antibiotic target alteration
988,antibiotic target alteration
989,antibiotic target alteration
990,antibiotic target alteration
991,antibiotic target alteration
992,antibiotic target alteration
993,antibiotic target alteration
994,antibiotic target alteration
995,antibiotic target alteration
996,antibiotic target alteration
997,antibiotic target alteration
998,antibiotic target alteration
999,antibiotic target alteration
1000,antibiotic target alteration
1001,antibiotic target alteration
1002,antibiotic target alteration
1003,antibiotic target alteration
1004,antibiotic target alteration
1005,antibiotic target alteration
1006,antibiotic target alteration
1007,antibiotic target alteration
1008,antibiotic target alteration
1009,antibiotic target alteration
1010,antibiotic target alteration
1011,antibiotic target alteration
1012,antibiotic target alteration
1013,antibiotic target alteration
1014,antibiotic target alteration
1015,antibiotic target alteration
1016,antibiotic target alteration
1017,antibiotic target alteration
1018,antibiotic target alteration
1019,antibiotic target alteration
1020,antibiotic target alteration
1021,antibiotic target alteration
1022,antibiotic target alteration
1023,antibiotic target alteration
1024,antibiotic target alteration
1025,antibiotic target alteration
1026,antibiotic target alteration
1027,antibiotic target alteration
1028,antibiotic target protection
1029,antibiotic target protection
1030,antibiotic target protection
1031,antibiotic target protection
1032,antibiotic target protection
1033,antibiotic target protection
1034,antibiotic target protection
1035,antibiotic target protection
1036,antibiotic target protection
1037,antibiotic target protection
1038,antibiotic target protection
1039,antibiotic target protection
1040,antibiotic target protection
1041,antibiotic target protection
1042,antibiotic target protection
1043,antibiotic target protection
1044,antibiotic target protection
1045,antibiotic target protection
1046,antibiotic target protection
1047,antibiotic target protection
1048,antibiotic target protection
1049,antibiotic target protection
1050,antibiotic target protection
1051,antibiotic target protection
1052,antibiotic target protection
1053,antibiotic target protection
1054,antibiotic target protection
1055,antibiotic target protection
1056,antibiotic target protection
1057,antibiotic target protection
1058,antibiotic target protection
1059,antibiotic target protection
1060,antibiotic target protection
1061,antibiotic target protection
1062,antibiotic target protection
1063,antibiotic target protection
1064,antibiotic target protection
1065,antibiotic target protection
1066,antibiotic target protection
1067,antibiotic target protection
1068,antibiotic target protection
1069,antibiotic target protection
1070,antibiotic target protection
1071,antibiotic target protection
1072,antibiotic target protection
1073,antibiotic target protection
1074,antibiotic target protection
1075,antibiotic target protection
1076,antibiotic target protection
1077,antibiotic target protection
1078,antibiotic target protection
1079,antibiotic target protection
1080,antibiotic target protection
1081,antibiotic target protection
1082,antibiotic target protection
1083,antibiotic target protection
1084,antibiotic target protection
1085,antibiotic target protection
1086,antibiotic target protection
1087,antibiotic target protection
1088,antibiotic target protection
1089,antibiotic target protection
1090,antibiotic target protection
1091,antibiotic target protection
1092,antibiotic target protection
1093,antibiotic target protection
1094,antibiotic target protection
1095,antibiotic target protection
1096,antibiotic target protection
1097,antibiotic target protection
1098,antibiotic target protection
1099,antibiotic target protection
1100,antibiotic target protection
1101,antibiotic target protection
1102,antibiotic target protection
1103,antibiotic target protection
1104,antibiotic target protection
1105,antibiotic target protection
1106,antibiotic target protection
1107,antibiotic target protection
1108,antibiotic target protection
1109,antibiotic target protection
1110,antibiotic target protection
1111,antibiotic target protection
1112,antibiotic target protection
1113,antibiotic target protection
1114,antibiotic target protection
1115,antibiotic target protection
1116,antibiotic target protection
1117,antibiotic target protection
1118,antibiotic target protection
1119,antibiotic target protection
1120,antibiotic target protection
1121,antibiotic target protection
1122,antibiotic target protection
1123,antibiotic target protection
1124,antibiotic target protection
1125,antibiotic target protection
1126,antibiotic target protection
1127,antibiotic target protection
1128,antibiotic target protection
1129,antibiotic target protection
1130,antibiotic target protection
1131,antibiotic target protection
1132,antibiotic target protection
1133,antibiotic target protection
1134,antibiotic target protection
1135,antibiotic target protection
1136,antibiotic target protection
1137,antibiotic target protection
1138,antibiotic target protection
1139,antibiotic target protection
1140,antibiotic target protection
1141,antibiotic target protection
1142,antibiotic target protection
1143,antibiotic target protection
1144,antibiotic target protection
1145,antibiotic target protection
1146,antibiotic target protection
1147,antibiotic target protection
1148,antibiotic target protection
1149,antibiotic target protection
1150,antibiotic target protection
1151,antibiotic target protection
1152,antibiotic target protection
1153,antibiotic target protection
1154,antibiotic target protection
1155,antibiotic target protection
1156,antibiotic target protection
1157,antibiotic target protection
1158,antibiotic target protection
1159,antibiotic target protection
1160,antibiotic target protection
1161,antibiotic target protection
1162,antibiotic target protection
1163,antibiotic target protection
1164,antibiotic target protection
1165,antibiotic target protection
1166,antibiotic target protection
1167,antibiotic target protection
1168,antibiotic target protection
1169,antibiotic target protection
1170,antibiotic target protection
1171,antibiotic target protection
1172,antibiotic target protection
1173,antibiotic target protection
1174,antibiotic target protection
1175,antibiotic target protection
1176,antibiotic target protection
1177,antibiotic target protection
1178,antibiotic target replacement
1179,antibiotic target replacement
1180,antibiotic target replacement
1181,antibiotic target replacement
1182,antibiotic target replacement
1183,antibiotic target replacement
