db_id,label
gb|AAG07065.1|ARO:3003692|MexJ,antibiotic efflux
gb|AAG07064.1|ARO:3003693|MexK,antibiotic efflux
gb|AAG07762.1|ARO:3003030|MexV,antibiotic efflux
gb|AAG07763.1|ARO:3003031|MexW,antibiotic efflux
gb|BAE06009.1|ARO:3003700|opmE,antibiotic efflux
gb|BAE06005.1|ARO:3003704|mexM,antibiotic efflux
gb|BAE06006.1|ARO:3003705|mexN,antibiotic efflux
gb|AAA26793.1|ARO:3003748|oleC,antibiotic efflux
gb|ABW91179.1|ARO:3004665|cmlA8,antibiotic efflux
gb|ANK04027.1|ARO:3003838|gadW,antibiotic efflux
gb|CAE00499.1|ARO:3003835|cdeA,antibiotic efflux
gb|AAC73788.1|ARO:3003841|kdpE,antibiotic efflux
gb|NP_862226.1|ARO:3004639|Cstr_tetA,antibiotic efflux
gb|AAP43109.1|ARO:3003922|oqxA,antibiotic efflux
gb|AAP43110.2|ARO:3003923|oqxB,antibiotic efflux
gb|XP_753111.1|ARO:3003942|abcA,antibiotic efflux
gb|WP_104671188.1|ARO:3003948|efrA,antibiotic efflux
gb|CDO61516.1|ARO:3003949|efrB,antibiotic efflux
gb|AAC74000.1|ARO:3003950|msbA,antibiotic efflux
gb|ADO96486.1|ARO:3003953|hmrM,antibiotic efflux
gb|BAG75524.1|ARO:3003954|efmA,antibiotic efflux
gb|CCP45647.1|ARO:3003955|efpA,antibiotic efflux
gb|AAF40763.1|ARO:3003961|farA,antibiotic efflux
gb|AAF40764.1|ARO:3003962|farB,antibiotic efflux
gb|AAD08227.1|ARO:3003964|hp1181,antibiotic efflux
gb|ABF33001.1|ARO:3003969|lmrP,antibiotic efflux
gb|AAC43550.1|ARO:3003967|lfrA,antibiotic efflux
gb|AAF74725.1|ARO:3004659|Mef(En2),antibiotic efflux
gb|BAA14147.1|ARO:3004667|Saur_norA,antibiotic efflux
gb|ADI87853.1|ARO:3004666|pexA,antibiotic efflux
gb|APB03219.1|ARO:3003986|TaeA,antibiotic efflux
gb|AAG05916.1|ARO:3004073|MuxA,antibiotic efflux
gb|APB03214.1|ARO:3003980|tetA(58),antibiotic efflux
gb|SIP52035.1|ARO:3004054|Paer_CpxR,antibiotic efflux
gb|ANZ79241.1|ARO:3004036|tetB(60),antibiotic efflux
gb|AET10444.1|ARO:3004032|tetA(46),antibiotic efflux
gb|AET10445.1|ARO:3004033|tetB(46),antibiotic efflux
gb|ANZ79240.1|ARO:3004035|tetA(60),antibiotic efflux
gb|AAG16656.1|ARO:3002705|floR,antibiotic efflux
gb|AAG05913.1|ARO:3004072|OpmB,antibiotic efflux
gb|ALH22601.1|ARO:3000620|adeL,antibiotic efflux
gb|AAG08375.1|ARO:3004038|Paer_emrE,antibiotic efflux
gb|CAA77936.1|ARO:3004039|Ecol_emrE,antibiotic efflux
gb|CAC41008.1|ARO:3004041|Kpne_acrA,antibiotic efflux
gb|ABG77965.1|ARO:3004042|Eclo_acrA,antibiotic efflux
gb|AAC73565.1|ARO:3004043|Ecol_acrA,antibiotic efflux
gb|ALV80601.1|ARO:3003801|bcr-1,antibiotic efflux
gb|AAG07106.1|ARO:3004056|ArmR,antibiotic efflux
gb|AAA22851.1|ARO:3000179|tet(L),antibiotic efflux
gb|AAG05882.1|ARO:3000804|MexF,antibiotic efflux
gb|AAG03816.1|ARO:3000379|OprM,antibiotic efflux
gb|AAG05915.1|ARO:3004074|MuxB,antibiotic efflux
gb|AAG05914.1|ARO:3004075|MuxC,antibiotic efflux
gb|AAG04750.1|ARO:3004077|PmpM,antibiotic efflux
gb|CAH14032.1|ARO:3004099|LpeA,antibiotic efflux
gb|CAH14033.1|ARO:3004100|LpeB,antibiotic efflux
gb|ACF70723.1|ARO:3004103|QepA2,antibiotic efflux
gb|EGP45230.2|ARO:3004142|OprZ,antibiotic efflux
gb|EGP45232.2|ARO:3004143|AxyX,antibiotic efflux
gb|EGP45231.1|ARO:3004144|AxyY,antibiotic efflux
gb|AFH35853.1|ARO:3001328|Ecol_mdfA,antibiotic efflux
gb|CAD31707.1|ARO:3002691|Sent_cmlA,antibiotic efflux
gb|AQX36338.1|ARO:3004379|QepA4,antibiotic efflux
gb|AMP42492.1|ARO:3004441|tet(59),antibiotic efflux
gb|ABO11759.2|ARO:3004573|Abau_AbaF,antibiotic efflux
gb|ACJ41547.2|ARO:3004574|Abau_AbaQ,antibiotic efflux
gb|ACQ82816.1|ARO:3004577|Abau_AmvA,antibiotic efflux
gb|BAH63251.1|ARO:3004580|Kpne_KpnE,antibiotic efflux
gb|BAH63252.1|ARO:3004583|Kpne_KpnF,antibiotic efflux
gb|EHL92831.1|ARO:3004588|Kpne_KpnG,antibiotic efflux
gb|EOU56998.1|ARO:3004597|Kpne_KpnH,antibiotic efflux
gb|AJO67548.1|ARO:3005006|tet(57),antibiotic efflux
gb|AEH26330.1|ARO:3005009|qacE,antibiotic efflux
gb|AAC44316.1|ARO:3005010|qacEdelta1,antibiotic efflux
gb|TKW44661.1|ARO:3005040|YajC,antibiotic efflux
gb|ABZ01840.1|ARO:3005043|cmlA9,antibiotic efflux
gb|CCN31428.1|ARO:3005049|CrcB,antibiotic efflux
gb|AIA35096.1|ARO:3005059|LptD,antibiotic efflux
gb|AAC16242.1|ARO:3005069|rsmA,antibiotic efflux
gb|QHW12307.1|ARO:3005089|mef(D),antibiotic efflux
gb|ADZ12700.1|ARO:3005090|RanB,antibiotic efflux
gb|ADZ12699.1|ARO:3005091|RanA,antibiotic efflux
gb|CAA76544.1|ARO:3003836|qacH,antibiotic efflux
gb|AAZ42322.1|ARO:3005098|qacL,antibiotic efflux
gb|AAW38464.1|ARO:3004572|Saur_LmrS,antibiotic efflux
gb|AGP27106.1|ARO:3007010|norC,antibiotic efflux
gb|WP_002289367.1|ARO:3007011|mdeA,antibiotic efflux
gb|WP_042355600.1|ARO:3007012|sepA,antibiotic efflux
gb|BAB43261.1|ARO:3007013|sdrM,antibiotic efflux
gb|CAD55144.1|ARO:3007014|qacJ,antibiotic efflux
gb|WP_015740450.1|ARO:3007015|qacG,antibiotic efflux
gb|AEV23046.1|ARO:3007019|fexB,antibiotic efflux
gb|ACN32294.1|ARO:3000237|TolC,antibiotic efflux
gb|AAG07592.1|ARO:3000806|MexG,antibiotic efflux
gb|AAG07594.1|ARO:3000808|MexI,antibiotic efflux
gb|AAC75271.1|ARO:3003952|YojI,antibiotic efflux
gb|APB03215.1|ARO:3003981|tetB(58),antibiotic efflux
gb|AAK37618.1|ARO:3005008|TxR,antibiotic efflux
gb|AAB64408.1|ARO:3007050|mreA,antibiotic efflux
gb|QQA64076.1|ARO:3007049|mef(J),antibiotic efflux
gb|QQM99829.1|ARO:3007047|mef(H),antibiotic efflux
gb|CYF42523.1|ARO:3004047|kdpD,antibiotic efflux
gb|VWQ00850.1|ARO:3003843|leuO,antibiotic efflux
gb|QIQ10744.1|ARO:3007492|tet(62),antibiotic efflux
gb|QJR33972.1|ARO:3007493|tet(63),antibiotic efflux
gb|WP_124470450.1|ARO:3007494|tet(64),antibiotic efflux
gb|NP_706356.2|ARO:3007509|Sfle_acrA,antibiotic efflux
gb|BAL43360.1|ARO:3003745|mef(C),antibiotic efflux
gb|AAK99775.1|ARO:3000614|mef(E),antibiotic efflux
gb|QNR09091.1|ARO:3007044|mef(F),antibiotic efflux
gb|NP_217372.1|ARO:3007659|Rv2856,antibiotic efflux
gb|NP_216393.1|ARO:3007662|Rv1877,antibiotic efflux
gb|AMD83542.1|ARO:3007669|aadT,antibiotic efflux
gb|WPF67354.1|ARO:3007838|tet(65),antibiotic efflux
gb|AFU25635.1|ARO:3002083|CMY-70,antibiotic inactivation
gb|AFK80745.1|ARO:3002350|GES-21,antibiotic inactivation
gb|AAN04883.1|ARO:3001099|SHV-41,antibiotic inactivation
gb|AHN53381.1|ARO:3001577|OXA-391,antibiotic inactivation
gb|AAR84298.1|ARO:3000996|TEM-132,antibiotic inactivation
gb|CAH10847.1|ARO:3002620|aadA23,antibiotic inactivation
gb|AGT37351.1|ARO:3002360|NDM-10,antibiotic inactivation
gb|AAN04884.1|ARO:3001100|SHV-42,antibiotic inactivation
gb|AAK49460.1|ARO:3001429|OXA-35,antibiotic inactivation
gb|AAF64386.1|ARO:3001076|SHV-18,antibiotic inactivation
gb|CAA90432.1|ARO:3003026|fusH,antibiotic inactivation
gb|CAJ47134.2|ARO:3001133|SHV-79,antibiotic inactivation
gb|CAA71322.1|ARO:3000916|TEM-47,antibiotic inactivation
gb|CAA46346.1|ARO:3000887|TEM-16,antibiotic inactivation
gb|AGC50807.1|ARO:3002307|VIM-37,antibiotic inactivation
gb|AIT76085.1|ARO:3001849|ACT-29,antibiotic inactivation
gb|CAA71947.1|ARO:3002157|FOX-3,antibiotic inactivation
gb|ACE77058.1|ARO:3002366|PER-4,antibiotic inactivation
gb|CAF05908.1|ARO:3000845|GIM-1,antibiotic inactivation
gb|BAM62793.1|ARO:3002233|IMP-42,antibiotic inactivation
gb|AAK82652.1|ARO:3000965|TEM-102,antibiotic inactivation
gb|AAB39956.1|ARO:3000979|TEM-116,antibiotic inactivation
gb|ADK55605.1|ARO:3002066|CMY-55,antibiotic inactivation
gb|AAY84742.1|ARO:3001904|CTX-M-42,antibiotic inactivation
gb|ACI22621.1|ARO:3001154|SHV-105,antibiotic inactivation
gb|AFK73446.1|ARO:3002092|CMY-79,antibiotic inactivation
gb|ADT91162.1|ARO:3002067|CMY-56,antibiotic inactivation
gb|AJA32744.1|ARO:3003149|OXA-426,antibiotic inactivation
gb|ADP02979.1|ARO:3002059|CMY-48,antibiotic inactivation
gb|AAT46413.1|ARO:3000972|TEM-109,antibiotic inactivation
gb|CAG27800.1|ARO:3003203|TLA-2,antibiotic inactivation
gb|AHN60527.1|ARO:3001071|SHV-12,antibiotic inactivation
gb|AAT01092.1|ARO:3001773|OXA-61,antibiotic inactivation
gb|AAC09012.1|ARO:3002243|CARB-4,antibiotic inactivation
gb|AAL68645.1|ARO:3002681|catB9,antibiotic inactivation
gb|AAC32889.2|ARO:3000912|TEM-43,antibiotic inactivation
gb|ACQ82813.1|ARO:3002507|PDC-8,antibiotic inactivation
gb|AAD03493.1|ARO:3002565|AAC(6')-Iu,antibiotic inactivation
gb|ABN80430.1|ARO:3002375|VEB-5,antibiotic inactivation
gb|AAG44570.1|ARO:3000954|TEM-87,antibiotic inactivation
gb|ACH58989.1|ARO:3002488|LRA-9,antibiotic inactivation
gb|AAZ73123.1|ARO:3002282|VIM-12,antibiotic inactivation
gb|AAN34365.1|ARO:3002604|aadA4,antibiotic inactivation
gb|AFN88953.1|ARO:3002304|VIM-34,antibiotic inactivation
gb|ABA06586.1|ARO:3001119|SHV-64,antibiotic inactivation
gb|BAJ05825.1|ARO:3002263|IND-7,antibiotic inactivation
gb|AJO16042.1|ARO:3001364|SHV-182,antibiotic inactivation
gb|ADR71220.1|ARO:3001045|TEM-183,antibiotic inactivation
gb|CWV56762.1|ARO:3000198|FosX,antibiotic inactivation
gb|AEM44652.1|ARO:3001972|CTX-M-112,antibiotic inactivation
gb|AAV97955.1|ARO:3001912|CTX-M-50,antibiotic inactivation
gb|BAL68178.1|ARO:3001057|TEM-198,antibiotic inactivation
gb|AGC29882.1|ARO:3002853|arr-8,antibiotic inactivation
gb|AFO53532.1|ARO:3002883|rgt1438,antibiotic inactivation
gb|AHV85514.1|ARO:3002383|SME-5,antibiotic inactivation
gb|BAB72158.1|ARO:3002020|CMY-9,antibiotic inactivation
gb|AAX38178.1|ARO:3002634|APH(2'')-Ie,antibiotic inactivation
gb|AAA25680.1|ARO:3002595|AAC(6')-IIb,antibiotic inactivation
gb|AAP69915.1|ARO:3003103|cphA7,antibiotic inactivation
gb|CAD12765.1|ARO:3002203|IMP-12,antibiotic inactivation
gb|AFM55000.1|ARO:3001692|OXA-229,antibiotic inactivation
gb|CAK50801.1|ARO:3001646|OXA-98,antibiotic inactivation
gb|AAG35609.2|ARO:3001422|OXA-27,antibiotic inactivation
gb|ABH04327.1|ARO:3001144|SHV-92,antibiotic inactivation
gb|ACJ47200.1|ARO:3002612|aadA12,antibiotic inactivation
gb|AFQ93498.1|ARO:3002676|catB3,antibiotic inactivation
gb|ACN65419.1|ARO:3002432|OKP-A-15,antibiotic inactivation
gb|AFC75525.1|ARO:3001055|TEM-195,antibiotic inactivation
gb|BAH66386.1|ARO:3002574|AAC(6')-Iaf,antibiotic inactivation
gb|AFH36332.1|ARO:3001677|OXA-236,antibiotic inactivation
gb|ACB73258.1|ARO:3001112|SHV-56,antibiotic inactivation
gb|ACI95258.1|ARO:3002318|KPC-8,antibiotic inactivation
gb|AHL30276.1|ARO:3001562|OXA-376,antibiotic inactivation
gb|AFP99885.1|ARO:3002299|VIM-29,antibiotic inactivation
gb|BAF95726.1|ARO:3002050|CMY-39,antibiotic inactivation
gb|ABW90721.1|ARO:3002287|VIM-17,antibiotic inactivation
gb|AJE60855.1|ARO:3003209|fosA5,antibiotic inactivation
gb|AEU17778.1|ARO:3002224|IMP-33,antibiotic inactivation
gb|ABM67078.1|ARO:3002210|IMP-19,antibiotic inactivation
gb|AAF05612.1|ARO:3000944|TEM-78,antibiotic inactivation
gb|ABV26705.1|ARO:3002849|arr-4,antibiotic inactivation
gb|AAD23513.1|ARO:3003002|CfxA2,antibiotic inactivation
gb|AAN38836.1|ARO:3001886|CTX-M-24,antibiotic inactivation
gb|ACA30420.1|ARO:3002036|CMY-25,antibiotic inactivation
gb|BAQ56016.1|ARO:3003659|IMP-51,antibiotic inactivation
gb|AIT76102.1|ARO:3002150|DHA-19,antibiotic inactivation
gb|ADC91899.1|ARO:3002343|GES-14,antibiotic inactivation
gb|CAC04522.1|ARO:3002514|OCH-1,antibiotic inactivation
gb|AGD91915.1|ARO:3001778|OXA-232,antibiotic inactivation
gb|AAA83417.1|ARO:3001407|OXA-12,antibiotic inactivation
gb|AGW83446.1|ARO:3001535|OXA-348,antibiotic inactivation
gb|ABA60809.1|ARO:3001141|SHV-89,antibiotic inactivation
gb|AAK55534.1|ARO:3001881|CTX-M-19,antibiotic inactivation
gb|AEB98921.1|ARO:3001480|OXA-195,antibiotic inactivation
gb|AFC95894.1|ARO:3001814|OXA-199,antibiotic inactivation
gb|AAV70602.1|ARO:3001900|CTX-M-38,antibiotic inactivation
gb|AAQ01671.1|ARO:3000983|TEM-121,antibiotic inactivation
gb|CAI30650.2|ARO:3001116|SHV-61,antibiotic inactivation
gb|ABM97538.1|ARO:3001919|CTX-M-58,antibiotic inactivation
gb|ABN48311.1|ARO:3001918|CTX-M-56,antibiotic inactivation
gb|AAW47922.1|ARO:3001002|TEM-138,antibiotic inactivation
gb|BAA23130.1|ARO:3002493|SRT-1,antibiotic inactivation
gb|AAP93847.1|ARO:3002477|LEN-14,antibiotic inactivation
gb|CAC17623.1|ARO:3002516|OCH-3,antibiotic inactivation
gb|ABV72593.1|ARO:3001150|SHV-101,antibiotic inactivation
gb|AAL17873.1|ARO:3002403|OXY-2-8,antibiotic inactivation
gb|AJP67511.1|ARO:3003179|VIM-43,antibiotic inactivation
gb|CAA24743.1|ARO:3002655|APH(4)-Ia,antibiotic inactivation
gb|BAA32493.1|ARO:3000423|FomA,antibiotic inactivation
gb|CBG22732.1|ARO:3002341|GES-12,antibiotic inactivation
gb|AHL39330.1|ARO:3002117|CMY-105,antibiotic inactivation
gb|AAL68926.1|ARO:3001093|SHV-35,antibiotic inactivation
gb|AGK82336.1|ARO:3001383|TEM-206,antibiotic inactivation
gb|CAA71699.2|ARO:3001416|OXA-21,antibiotic inactivation
gb|AEI83429.1|ARO:3001168|SHV-121,antibiotic inactivation
gb|AXA30439.1|ARO:3002459|LEN-9,antibiotic inactivation
gb|CAP12354.2|ARO:3002429|OKP-A-12,antibiotic inactivation
gb|AAF66653.1|ARO:3000959|TEM-92,antibiotic inactivation
gb|AHA80101.1|ARO:3002112|CMY-100,antibiotic inactivation
gb|BAD06399.1|ARO:3002332|GES-3,antibiotic inactivation
gb|AAO42602.1|ARO:3002168|MIR-2,antibiotic inactivation
gb|WP_063860086.1|ARO:3001948|CTX-M-88,antibiotic inactivation
gb|ABW70410.1|ARO:3001644|OXA-113,antibiotic inactivation
gb|CAJ19611.1|ARO:3002436|OKP-B-3,antibiotic inactivation
gb|AIY30331.1|ARO:3003160|OXA-422,antibiotic inactivation
gb|ADI58622.1|ARO:3001472|OXA-178,antibiotic inactivation
gb|CAD69003.1|ARO:3003094|imiH,antibiotic inactivation
gb|CAP12349.2|ARO:3002468|LEN-21,antibiotic inactivation
gb|AEP16366.1|ARO:3001784|OXA-181,antibiotic inactivation
gb|AHM76779.1|ARO:3001840|ACT-19,antibiotic inactivation
gb|AEI83430.1|ARO:3001181|SHV-137,antibiotic inactivation
gb|ABC26007.1|ARO:3001623|OXA-83,antibiotic inactivation
gb|AIT76086.1|ARO:3001850|ACT-30,antibiotic inactivation
gb|AFQ23958.1|ARO:3001191|SHV-152,antibiotic inactivation
gb|AAA98406.1|ARO:3001404|OXA-9,antibiotic inactivation
gb|CCK86744.1|ARO:3001347|SHV-164,antibiotic inactivation
gb|BAL72196.1|ARO:3001985|CTX-M-126,antibiotic inactivation
gb|ABQ00181.1|ARO:3001024|TEM-158,antibiotic inactivation
gb|CAJ19618.1|ARO:3002442|OKP-B-9,antibiotic inactivation
gb|AAA76822.1|ARO:3002654|APH(3')-VIIa,antibiotic inactivation
gb|AAB58447.1|ARO:3002662|APH(9)-Ia,antibiotic inactivation
gb|ACX31142.1|ARO:3001455|OXA-150,antibiotic inactivation
gb|AAZ66866.1|ARO:3002032|CMY-21,antibiotic inactivation
gb|AJG06172.1|ARO:3003172|ACT-37,antibiotic inactivation
gb|CCA94644.1|ARO:3001486|OXA-208,antibiotic inactivation
gb|AEI52842.1|ARO:3002078|CMY-65,antibiotic inactivation
gb|AAS13759.1|ARO:3002278|VIM-8,antibiotic inactivation
gb|ADE58494.1|ARO:3001175|SHV-128,antibiotic inactivation
gb|CAD32565.1|ARO:3001770|OXA-43,antibiotic inactivation
gb|ACT97371.1|ARO:3003097|CfxA6,antibiotic inactivation
gb|AAD50818.2|ARO:3002019|CMY-8,antibiotic inactivation
gb|CAP12348.2|ARO:3002467|LEN-20,antibiotic inactivation
gb|CAA75402.1|ARO:3002015|CMY-4,antibiotic inactivation
gb|ACO56763.1|ARO:3002376|VEB-7,antibiotic inactivation
gb|ADI58618.1|ARO:3001658|OXA-174,antibiotic inactivation
gb|CAJ19610.1|ARO:3002435|OKP-B-2,antibiotic inactivation
gb|BAB16308.1|ARO:3000958|TEM-91,antibiotic inactivation
gb|CAA71441.1|ARO:3003095|imiS,antibiotic inactivation
gb|AEM44650.1|ARO:3001967|CTX-M-107,antibiotic inactivation
gb|AAF93177.1|ARO:3001874|CTX-M-11,antibiotic inactivation
gb|BAO05497.1|ARO:3002071|CMY-110,antibiotic inactivation
gb|AFO69261.1|ARO:3001984|CTX-M-125,antibiotic inactivation
gb|AHL39322.1|ARO:3002098|CMY-85,antibiotic inactivation
gb|AAW66604.1|ARO:3000883|TEM-11,antibiotic inactivation
gb|AFQ23968.1|ARO:3001201|SHV-162,antibiotic inactivation
gb|AAD33116.2|ARO:3000934|TEM-67,antibiotic inactivation
gb|AEM97672.1|ARO:3002073|CMY-60,antibiotic inactivation
gb|AAP69916.1|ARO:3001780|OXA-85,antibiotic inactivation
gb|AAK84316.1|ARO:3002843|vatD,antibiotic inactivation
gb|CAE51638.1|ARO:3002641|APH(3')-Ia,antibiotic inactivation
gb|CAA74912.2|ARO:3000888|TEM-17,antibiotic inactivation
gb|AJO16040.1|ARO:3001350|SHV-180,antibiotic inactivation
gb|AAV37205.1|ARO:3003005|CfxA4,antibiotic inactivation
gb|ACN85419.1|ARO:3001804|OXA-145,antibiotic inactivation
gb|ACT33323.1|ARO:3002293|VIM-23,antibiotic inactivation
gb|AGH70380.1|ARO:3002111|CMY-98,antibiotic inactivation
gb|WP_064190968.1|ARO:3002583|AAC(6')-29a,antibiotic inactivation
gb|AGC54799.1|ARO:3002108|CMY-95,antibiotic inactivation
gb|AGK40892.1|ARO:3001384|TEM-207,antibiotic inactivation
gb|ADK25050.1|ARO:3002267|IND-11,antibiotic inactivation
gb|AAK69828.1|ARO:3001090|SHV-32,antibiotic inactivation
gb|ADY02545.1|ARO:3001960|CTX-M-101,antibiotic inactivation
gb|AIT76091.1|ARO:3002129|CMY-118,antibiotic inactivation
gb|ABN51007.1|ARO:3002046|CMY-35,antibiotic inactivation
gb|CAJ47133.2|ARO:3001132|SHV-78,antibiotic inactivation
